22.23282443	71.47319172
22.23282443	70.65825114
22.23282443	70.25078086
22.32824427	69.02849959
22.42366412	68.48533548
22.42366412	67.53457147
22.42366412	66.17633717
22.32824427	65.36126699
22.32824427	64.68214985
22.32824427	64.0030327
22.32824427	62.37315154
22.32824427	61.28656411
22.32824427	59.65668295
22.42366412	57.75528454
22.32824427	56.53274407
22.42366412	55.03881595
22.42366412	53.27311137
22.32824427	51.77892404
22.32824427	50.82816003
22.42366412	49.87752563
22.42366412	48.3834679
22.23282443	47.29662126
22.23282443	46.21003383
22.23282443	44.7159761
22.32824427	43.08622455
22.32824427	41.45634339
22.32824427	40.23393253
22.23282443	38.60392177
22.42366412	36.97429982
22.32824427	34.93681878
22.32824427	33.44276105
22.42366412	31.67718607
22.42366412	29.91148149
22.42366412	28.00995347
22.42366412	27.1950129
22.13740458	26.24386008
22.42366412	24.20689745
22.42366412	22.84866315
22.51908397	22.03385218
22.51908397	20.53979445
22.51908397	17.95914929
22.51908397	16.05762128
22.51908397	14.56356355
22.51908397	13.06950583
22.99618321	11.84774297
23.28244275	14.56460037
23.75954198	16.87424669
23.56870229	18.36804521
24.23664122	20.40630387
24.71374046	22.30847989
24.90458015	23.80279682
25.28625954	26.11231353
25.85877863	27.87879573
26.6221374	29.78136057
27.19465649	31.54784277
27.76717557	33.72179525
28.81679389	35.21727861
29.58015267	36.16907943
30.4389313	37.66430358
31.48854962	38.34484636
32.82442748	38.61830765
34.35114504	38.07708757
35.40076336	37.12774919
35.97328244	35.36282222
36.83206107	34.14157778
37.40458015	32.51247424
38.07251908	30.8835003
38.45419847	28.9824907
39.02671756	27.48921059
39.98091603	25.5889786
40.07633588	24.09505048
40.64885496	22.05847665
41.03053435	19.61417333
41.79389313	17.71368214
41.88931298	15.26899001
42.36641221	14.59052087
43.12977099	12.96167654
43.12977099	13.2333234
43.70229008	15.27145246
43.98854962	15.81513498
44.5610687	17.44579375
45.80152672	19.07735974
46.08778626	20.57180627
47.13740458	23.28970049
47.90076336	23.96985446
49.04580153	24.24305655
49.71374046	23.15737633
50.19083969	21.39231976
51.04961832	20.98601589
51.90839695	18.54236058
52.09923664	17.86350264
52.38549618	16.09818686
52.86259542	15.41971773
53.53053435	14.06239065
53.72137405	12.56859213
53.72137405	11.34618126
53.72137405	10.39541726
54.38931298	13.38443992
55.82061069	15.28791197
56.67938931	15.69654869
57.34732824	17.19151363
58.68320611	17.19332806
59.54198473	16.37955391
60.30534351	15.02235643
61.06870229	12.85021838
61.73664122	11.4928913
62.11832061	10.54264571
62.21374046	10.27112845
62.02290076	12.57986755
63.64503817	13.5328348
64.88549618	14.07781335
65.45801527	13.8069441
66.41221374	12.3141824
67.27099237	11.36458482
67.46183206	11.09319716
68.70229008	12.58893972
69.5610687	12.59010614
70.22900763	12.72683679
71.66030534	11.91384025
72.32824427	10.96398346
72.80534351	10.42133776
73.1870229	11.78009046
73.1870229	12.45920761
74.42748092	11.91759872
74.90458015	11.51077645
76.24045802	11.1051206
76.90839695	11.10602781
77.57633588	10.15617102
78.24427481	10.83619539
79.00763359	10.83723221
79.86641221	10.29510491
80.15267176	10.15967029
80.62977099	10.97525888
81.58396947	11.24820177
83.20610687	10.43546443
83.58778626	10.43598284
84.92366412	11.25273785
86.25954198	10.71125857
88.07251908	10.44207416
89.98091603	9.629725631
91.69847328	9.767881906
92.17557252	10.31182364
